participant_uid,participant_index,trial_number,pattern_id,success,source,action,timestamp,op_fn,operation_text,pattern_key,pattern_json,favorite_id,helper_id
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033136767,add,"add(•, 1)",pat_70a2df5638f678ee,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]",fav_1769033051368_642,H148
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033139050,add,"add(2, •)",pat_91d6789c67994948,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769032547698_731,H139
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033143050,add,"add(2, •)",pat_91d6789c67994948,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769032547698_731,H139
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033144583,add,"add(•, 1)",pat_70a2df5638f678ee,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]",fav_1769033051368_642,H148
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033146134,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033153350,add,"add(•, 3)",pat_6df80d53c7b86d28,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]",fav_1769032556248_926,H140
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033154867,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033160783,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033162085,add,"add(•, 3)",pat_6df80d53c7b86d28,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]",fav_1769032556248_926,H140
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033165150,add,"add(•, 3)",pat_6df80d53c7b86d28,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]",fav_1769032556248_926,H140
P_1769032023139_3mzliskl7,8,12,12,1,favoriteActions,use,1769033166533,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,12,12,1,previewActions,cancel,1769033141201,,,,,,
P_1769032023139_3mzliskl7,8,12,12,1,previewActions,cancel,1769033147900,,,,,,
P_1769032023139_3mzliskl7,8,12,12,1,previewActions,cancel,1769033156583,,,,,,
P_1769032023139_3mzliskl7,8,12,12,1,previewActions,cancel,1769033163333,,,,,,
P_1769032023139_3mzliskl7,8,12,12,1,previewActions,confirm,1769033167900,,,,,,
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033177084,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033177733,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033180816,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033181266,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033185583,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033186133,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033189250,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033190217,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033193432,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033193916,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033199683,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,13,13,1,favoriteActions,use,1769033201300,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,13,13,1,previewActions,cancel,1769033179033,,,,,,
P_1769032023139_3mzliskl7,8,13,13,1,previewActions,cancel,1769033182449,,,,,,
P_1769032023139_3mzliskl7,8,13,13,1,previewActions,cancel,1769033187433,,,,,,
P_1769032023139_3mzliskl7,8,13,13,1,previewActions,cancel,1769033191517,,,,,,
P_1769032023139_3mzliskl7,8,13,13,1,previewActions,cancel,1769033195149,,,,,,
P_1769032023139_3mzliskl7,8,13,13,1,previewActions,confirm,1769033202732,,,,,,
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033223766,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033226333,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033227999,add,"add(2, •)",pat_91d6789c67994948,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769032547698_731,H139
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033232833,add,"add(2, •)",pat_91d6789c67994948,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769032547698_731,H139
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033234015,add,"add(•, •)",pat_ac83589f1f60c0fa,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]",fav_1769032954470_86,H142
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,add,1769033236850,add,"add(•, •)",pat_4cc9b9c9835145a9,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]",fav_1769033236849_583,H152
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033242416,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033243682,add,"add(•, •)",pat_4cc9b9c9835145a9,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]",fav_1769033236849_583,H152
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033246748,add,"add(•, •)",pat_4cc9b9c9835145a9,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]",fav_1769033236849_583,H152
P_1769032023139_3mzliskl7,8,14,14,1,favoriteActions,use,1769033247482,overlap,"overlap(•, •)",pat_fee303a45ba57f05,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033044952_460,H147
P_1769032023139_3mzliskl7,8,14,14,1,previewActions,cancel,1769033229915,,,,,,
P_1769032023139_3mzliskl7,8,14,14,1,previewActions,confirm,1769033235599,,,,,,
P_1769032023139_3mzliskl7,8,14,14,1,previewActions,cancel,1769033244915,,,,,,
P_1769032023139_3mzliskl7,8,14,14,1,previewActions,confirm,1769033248882,,,,,,
P_1769032694626_poflme9zw,9,1,1,1,favoriteActions,add,1769033344952,add,"add(•, •)",pat_4758c03c45bc496b,"[[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0]]",fav_1769033344952_247,H153
P_1769032694626_poflme9zw,9,1,1,1,favoriteActions,add,1769033391074,reflect_horizontal,reflect_horizontal(•),pat_309ac3ab174c34af,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033391074_644,H154
P_1769032694626_poflme9zw,9,1,1,1,favoriteActions,add,1769033392747,reflect_vertical,reflect_vertical(•),pat_6db72011d826e443,"[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0]]",fav_1769033392747_834,H155
P_1769032694626_poflme9zw,9,1,1,1,favoriteActions,use,1769033399805,reflect_horizontal,reflect_horizontal(•),pat_309ac3ab174c34af,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033391074_644,H154
P_1769032694626_poflme9zw,9,1,1,1,favoriteActions,use,1769033400861,reflect_vertical,reflect_vertical(•),pat_6db72011d826e443,"[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0]]",fav_1769033392747_834,H155
P_1769032694626_poflme9zw,9,1,1,1,previewActions,confirm,1769033342245,,,,,,
P_1769032694626_poflme9zw,9,1,1,1,previewActions,confirm,1769033367129,,,,,,
P_1769032694626_poflme9zw,9,1,1,1,previewActions,confirm,1769033388900,,,,,,
P_1769032694626_poflme9zw,9,1,1,1,previewActions,confirm,1769033440685,,,,,,
P_1769032694626_poflme9zw,9,1,1,1,previewActions,confirm,1769033453457,,,,,,
P_1769032694626_poflme9zw,9,2,2,1,favoriteActions,use,1769033473203,reflect_horizontal,reflect_horizontal(•),pat_309ac3ab174c34af,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769033391074_644,H154
P_1769032694626_poflme9zw,9,2,2,1,favoriteActions,use,1769033474178,reflect_vertical,reflect_vertical(•),pat_6db72011d826e443,"[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0]]",fav_1769033392747_834,H155
P_1769032694626_poflme9zw,9,2,2,1,favoriteActions,add,1769033479984,add,"add(•, •)",pat_d21456c4229226bd,"[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0]]",fav_1769033479983_617,H156
P_1769032694626_poflme9zw,9,2,2,1,favoriteActions,use,1769033491195,add,"add(•, •)",pat_4758c03c45bc496b,"[[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0]]",fav_1769033344952_247,H153
P_1769032694626_poflme9zw,9,2,2,1,favoriteActions,use,1769033492059,add,"add(•, •)",pat_d21456c4229226bd,"[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0]]",fav_1769033479983_617,H156
P_1769032694626_poflme9zw,9,2,2,1,favoriteActions,add,1769033499602,add,"add(•, 1)",pat_91d6789c67994948,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769033499602_379,H157
