participant_uid,participant_index,trial_number,pattern_id,test_name,success,submitted,started_at,time_spent_ms,time_spent_sec,steps_count_field,steps_len,operations_len,sequence_ops_raw_json,sequence_ops_canonical_json,sequence_ops_canonical_str,sequence_ops_signature,sequence_steps_canonical_json,sequence_steps_symbolic_json,sequence_steps_symbolic_str,helper_add_count,helper_use_count,preview_count,undo_count,primitive_click_count,binary_click_count,transform_click_count,button_click_count,target_pattern_json
P_1769033412195_cudazu9tc,10,3,3,Pattern-03,1,1,1769033266595,142847,142.847,9,9,9,"[""invert(•)"",""invert(•)"",""invert(•)"",""overlap(2, 3)"",""reflect_horizontal(3)"",""reflect_vertical(2)"",""overlap(5, 6)"",""overlap(4, 7)"",""overlap(1, 8)""]","[""invert"",""invert"",""invert"",""overlap"",""reflect_h"",""reflect_v"",""overlap"",""overlap"",""overlap""]",invert -> invert -> invert -> overlap -> reflect_h -> reflect_v -> overlap -> overlap -> overlap,invert|invert|invert|overlap|reflect_h|reflect_v|overlap|overlap|overlap,"[""invert"",""invert"",""invert"",""overlap"",""reflect_h"",""reflect_v"",""overlap"",""overlap"",""overlap""]","[""W1 = invert(square)"",""W2 = invert(line_v)"",""W3 = invert(line_h)"",""W4 = overlap(W2, W3)"",""W5 = reflect_h(W3)"",""W6 = reflect_v(W2)"",""W7 = overlap(W5, W6)"",""W8 = overlap(W4, W7)"",""W9 = overlap(W1, W8)""]","W1 = invert(square) ; W2 = invert(line_v) ; W3 = invert(line_h) ; W4 = overlap(W2, W3) ; W5 = reflect_h(W3) ; W6 = reflect_v(W2) ; W7 = overlap(W5, W6) ; W8 = overlap(W4, W7) ; W9 = overlap(W1, W8)",0,0,12,1,4,9,6,19,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769033412195_cudazu9tc,10,4,4,Pattern-04,1,1,1769033411453,71817,71.817,4,4,4,"[""subtract(•, •)"",""reflect_vertical(•)"",""invert(2)"",""subtract(1, 2)""]","[""subtract"",""reflect_v"",""invert"",""subtract""]",subtract -> reflect_v -> invert -> subtract,subtract|reflect_v|invert|subtract,"[""subtract"",""reflect_v"",""invert"",""subtract""]","[""W1 = subtract(square, diag)"",""W2 = reflect_v(diag)"",""W3 = invert(W2)"",""W4 = subtract(W1, W2)""]","W1 = subtract(square, diag) ; W2 = reflect_v(diag) ; W3 = invert(W2) ; W4 = subtract(W1, W2)",0,0,7,1,6,6,2,14,"[[0,1,1,1,1,1,1,1,1,0],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[0,1,1,1,1,1,1,1,1,0]]"
P_1769033412195_cudazu9tc,10,5,5,Pattern-05,1,1,1769033485280,17209,17.209,3,3,3,"[""add(•, •)"",""reflect_vertical(•)"",""add(1, 2)""]","[""add"",""reflect_v"",""add""]",add -> reflect_v -> add,add|reflect_v|add,"[""add"",""reflect_v"",""add""]","[""W1 = add(square, diag)"",""W2 = reflect_v(diag)"",""W3 = add(W1, W2)""]","W1 = add(square, diag) ; W2 = reflect_v(diag) ; W3 = add(W1, W2)",0,0,3,1,3,3,1,7,"[[1,1,1,1,1,1,1,1,1,1],[1,1,0,0,0,0,0,0,1,1],[1,0,1,0,0,0,0,1,0,1],[1,0,0,1,0,0,1,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,1,0,0,1,0,0,1],[1,0,1,0,0,0,0,1,0,1],[1,1,0,0,0,0,0,0,1,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769033412195_cudazu9tc,10,6,6,Pattern-06,1,1,1769033504498,34788,34.788,5,5,5,"[""invert(•)"",""invert(•)"",""reflect_horizontal(2)"",""overlap(1, 2)"",""overlap(4, 3)""]","[""invert"",""invert"",""reflect_h"",""overlap"",""overlap""]",invert -> invert -> reflect_h -> overlap -> overlap,invert|invert|reflect_h|overlap|overlap,"[""invert"",""invert"",""reflect_h"",""overlap"",""overlap""]","[""W1 = invert(square)"",""W2 = invert(diag)"",""W3 = reflect_h(W2)"",""W4 = overlap(W1, W2)"",""W5 = overlap(W4, W3)""]","W1 = invert(square) ; W2 = invert(diag) ; W3 = reflect_h(W2) ; W4 = overlap(W1, W2) ; W5 = overlap(W4, W3)",0,0,5,1,2,3,3,8,"[[0,0,0,0,0,0,0,0,0,0],[0,0,1,1,1,1,1,1,0,0],[0,1,0,1,1,1,1,0,1,0],[0,1,1,0,1,1,0,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,0,1,1,0,1,1,0],[0,1,0,1,1,1,1,0,1,0],[0,0,1,1,1,1,1,1,0,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769033412195_cudazu9tc,10,7,7,Pattern-07,1,1,1769033541298,82587,82.587,10,10,10,"[""invert(•)"",""add(•, •)"",""reflect_horizontal(•)"",""reflect_vertical(•)"",""add(3, 4)"",""add(2, 5)"",""add(•, •)"",""reflect_vertical(•)"",""add(7, 8)"",""add(6, 9)""]","[""invert"",""add"",""reflect_h"",""reflect_v"",""add"",""add"",""add"",""reflect_v"",""add"",""add""]",invert -> add -> reflect_h -> reflect_v -> add -> add -> add -> reflect_v -> add -> add,invert|add|reflect_h|reflect_v|add|add|add|reflect_v|add|add,"[""invert"",""add"",""reflect_h"",""reflect_v"",""add"",""add"",""add"",""reflect_v"",""add"",""add""]","[""W1 = invert(square)"",""W2 = add(line_h, line_v)"",""W3 = reflect_h(line_h)"",""W4 = reflect_v(line_v)"",""W5 = add(W3, W4)"",""W6 = add(W2, W5)"",""W7 = add(diag, blank)"",""W8 = reflect_v(diag)"",""W9 = add(diag, W8)"",""W10 = add(W6, W9)""]","W1 = invert(square) ; W2 = add(line_h, line_v) ; W3 = reflect_h(line_h) ; W4 = reflect_v(line_v) ; W5 = add(W3, W4) ; W6 = add(W2, W5) ; W7 = add(diag, blank) ; W8 = reflect_v(diag) ; W9 = add(diag, W8) ; W10 = add(W6, W9)",0,0,13,1,10,9,5,24,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]"
P_1769033412195_cudazu9tc,10,8,8,Pattern-08,1,1,1769033625901,121697,121.697,8,8,8,"[""add(•, •)"",""reflect_vertical(•)"",""add(1, 2)"",""add(•, •)"",""reflect_horizontal(•)"",""add(4, 5)"",""invert(6)"",""subtract(3, 7)""]","[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""invert"",""subtract""]",add -> reflect_v -> add -> add -> reflect_h -> add -> invert -> subtract,add|reflect_v|add|add|reflect_h|add|invert|subtract,"[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""invert"",""subtract""]","[""W1 = add(line_v, blank)"",""W2 = reflect_v(line_v)"",""W3 = add(line_v, W2)"",""W4 = add(line_h, blank)"",""W5 = reflect_h(line_h)"",""W6 = add(line_h, W5)"",""W7 = invert(W6)"",""W8 = subtract(W3, W7)""]","W1 = add(line_v, blank) ; W2 = reflect_v(line_v) ; W3 = add(line_v, W2) ; W4 = add(line_h, blank) ; W5 = reflect_h(line_h) ; W6 = add(line_h, W5) ; W7 = invert(W6) ; W8 = subtract(W3, W7)",0,0,14,1,10,10,5,25,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769033412195_cudazu9tc,10,9,9,Pattern-09,1,1,1769033749612,83842,83.842,11,11,11,"[""add(•, •)"",""reflect_vertical(•)"",""add(•, •)"",""add(2, 3)"",""add(•, •)"",""reflect_horizontal(•)"",""add(5, 6)"",""invert(7)"",""invert(4)"",""subtract(7, 9)"",""add(1, 10)""]","[""add"",""reflect_v"",""add"",""add"",""add"",""reflect_h"",""add"",""invert"",""invert"",""subtract"",""add""]",add -> reflect_v -> add -> add -> add -> reflect_h -> add -> invert -> invert -> subtract -> add,add|reflect_v|add|add|add|reflect_h|add|invert|invert|subtract|add,"[""add"",""reflect_v"",""add"",""add"",""add"",""reflect_h"",""add"",""invert"",""invert"",""subtract"",""add""]","[""W1 = add(square, blank)"",""W2 = reflect_v(line_v)"",""W3 = add(line_v, blank)"",""W4 = add(W2, line_v)"",""W5 = add(line_h, blank)"",""W6 = reflect_h(line_h)"",""W7 = add(line_h, W6)"",""W8 = invert(W7)"",""W9 = invert(W4)"",""W10 = subtract(W7, W9)"",""W11 = add(square, W10)""]","W1 = add(square, blank) ; W2 = reflect_v(line_v) ; W3 = add(line_v, blank) ; W4 = add(W2, line_v) ; W5 = add(line_h, blank) ; W6 = reflect_h(line_h) ; W7 = add(line_h, W6) ; W8 = invert(W7) ; W9 = invert(W4) ; W10 = subtract(W7, W9) ; W11 = add(square, W10)",0,0,13,1,10,11,4,25,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769033412195_cudazu9tc,10,10,10,Pattern-10,1,1,1769033835464,606774,606.774,22,22,22,"[""invert(•)"",""add(•, •)"",""reflect_vertical(•)"",""add(2, 3)"",""invert(4)"",""add(•, •)"",""reflect_horizontal(•)"",""add(6, 7)"",""invert(8)"",""subtract(9, 5)"",""add(2, •)"",""add(2, •)"",""add(2, 2)"",""add(•, •)"",""subtract(4, 14)"",""subtract(8, 14)"",""subtract(15, 16)"",""invert(17)"",""subtract(4, 9)"",""invert(19)"",""subtract(20, 1)"",""subtract(20, 14)""]","[""invert"",""add"",""reflect_v"",""add"",""invert"",""add"",""reflect_h"",""add"",""invert"",""subtract"",""add"",""add"",""add"",""add"",""subtract"",""subtract"",""subtract"",""invert"",""subtract"",""invert"",""subtract"",""subtract""]",invert -> add -> reflect_v -> add -> invert -> add -> reflect_h -> add -> invert -> subtract -> add -> add -> add -> add -> subtract -> subtract -> subtract -> invert -> subtract -> invert -> subtract -> subtract,invert|add|reflect_v|add|invert|add|reflect_h|add|invert|subtract|add|add|add|add|subtract|subtract|subtract|invert|subtract|invert|subtract|subtract,"[""invert"",""add"",""reflect_v"",""add"",""invert"",""add"",""reflect_h"",""add"",""invert"",""subtract"",""add"",""add"",""add"",""add"",""subtract"",""subtract"",""subtract"",""invert"",""subtract"",""invert"",""subtract"",""subtract""]","[""W1 = invert(square)"",""W2 = add(line_v, blank)"",""W3 = reflect_v(line_v)"",""W4 = add(line_v, W3)"",""W5 = invert(W4)"",""W6 = add(line_h, blank)"",""W7 = reflect_h(line_h)"",""W8 = add(line_h, W7)"",""W9 = invert(W8)"",""W10 = subtract(W9, W5)"",""W11 = add(line_v, blank)"",""W12 = add(line_v, blank)"",""W13 = add(line_v, line_v)"",""W14 = add(square, blank)"",""W15 = subtract(W4, square)"",""W16 = subtract(W8, square)"",""W17 = subtract(W15, W16)"",""W18 = invert(W17)"",""W19 = subtract(W4, W9)"",""W20 = invert(W19)"",""W21 = subtract(W20, W1)"",""W22 = subtract(W20, square)""]","W1 = invert(square) ; W2 = add(line_v, blank) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = invert(W4) ; W6 = add(line_h, blank) ; W7 = reflect_h(line_h) ; W8 = add(line_h, W7) ; W9 = invert(W8) ; W10 = subtract(W9, W5) ; W11 = add(line_v, blank) ; W12 = add(line_v, blank) ; W13 = add(line_v, line_v) ; W14 = add(square, blank) ; W15 = subtract(W4, square) ; W16 = subtract(W8, square) ; W17 = subtract(W15, W16) ; W18 = invert(W17) ; W19 = subtract(W4, W9) ; W20 = invert(W19) ; W21 = subtract(W20, W1) ; W22 = subtract(W20, square)",0,0,60,1,18,60,10,88,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]"
P_1769033412195_cudazu9tc,10,11,11,Pattern-11,1,1,1769034444247,201731,201.731,16,16,16,"[""add(•, •)"",""reflect_vertical(•)"",""add(•, •)"",""reflect_horizontal(•)"",""add(1, 2)"",""add(3, 4)"",""add(5, 6)"",""invert(7)"",""subtract(6, 5)"",""invert(9)"",""subtract(5, 6)"",""invert(11)"",""invert(5)"",""invert(6)"",""subtract(5, 14)"",""add(8, 15)""]","[""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add"",""add"",""invert"",""subtract"",""invert"",""subtract"",""invert"",""invert"",""invert"",""subtract"",""add""]",add -> reflect_v -> add -> reflect_h -> add -> add -> add -> invert -> subtract -> invert -> subtract -> invert -> invert -> invert -> subtract -> add,add|reflect_v|add|reflect_h|add|add|add|invert|subtract|invert|subtract|invert|invert|invert|subtract|add,"[""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add"",""add"",""invert"",""subtract"",""invert"",""subtract"",""invert"",""invert"",""invert"",""subtract"",""add""]","[""W1 = add(line_v, blank)"",""W2 = reflect_v(line_v)"",""W3 = add(line_h, blank)"",""W4 = reflect_h(line_h)"",""W5 = add(line_v, W2)"",""W6 = add(line_h, W4)"",""W7 = add(W5, W6)"",""W8 = invert(W7)"",""W9 = subtract(W6, W5)"",""W10 = invert(W9)"",""W11 = subtract(W5, W6)"",""W12 = invert(W11)"",""W13 = invert(W5)"",""W14 = invert(W6)"",""W15 = subtract(W5, W14)"",""W16 = add(W8, W15)""]","W1 = add(line_v, blank) ; W2 = reflect_v(line_v) ; W3 = add(line_h, blank) ; W4 = reflect_h(line_h) ; W5 = add(line_v, W2) ; W6 = add(line_h, W4) ; W7 = add(W5, W6) ; W8 = invert(W7) ; W9 = subtract(W6, W5) ; W10 = invert(W9) ; W11 = subtract(W5, W6) ; W12 = invert(W11) ; W13 = invert(W5) ; W14 = invert(W6) ; W15 = subtract(W5, W14) ; W16 = add(W8, W15)",0,0,23,1,7,15,8,30,"[[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1]]"
P_1769033412195_cudazu9tc,10,12,12,Pattern-12,1,1,1769034647990,61840,61.84,13,13,13,"[""add(•, •)"",""add(•, •)"",""reflect_vertical(•)"",""add(2, 3)"",""add(•, •)"",""reflect_horizontal(•)"",""add(5, 6)"",""invert(4)"",""invert(7)"",""subtract(8, 9)"",""subtract(9, 8)"",""add(11, 10)"",""add(1, 12)""]","[""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""invert"",""invert"",""subtract"",""subtract"",""add"",""add""]",add -> add -> reflect_v -> add -> add -> reflect_h -> add -> invert -> invert -> subtract -> subtract -> add -> add,add|add|reflect_v|add|add|reflect_h|add|invert|invert|subtract|subtract|add|add,"[""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""invert"",""invert"",""subtract"",""subtract"",""add"",""add""]","[""W1 = add(square, blank)"",""W2 = add(line_v, blank)"",""W3 = reflect_v(line_v)"",""W4 = add(line_v, W3)"",""W5 = add(line_h, blank)"",""W6 = reflect_h(line_h)"",""W7 = add(line_h, W6)"",""W8 = invert(W4)"",""W9 = invert(W7)"",""W10 = subtract(W8, W9)"",""W11 = subtract(W9, W8)"",""W12 = add(W11, W10)"",""W13 = add(square, W12)""]","W1 = add(square, blank) ; W2 = add(line_v, blank) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = add(line_h, blank) ; W6 = reflect_h(line_h) ; W7 = add(line_h, W6) ; W8 = invert(W4) ; W9 = invert(W7) ; W10 = subtract(W8, W9) ; W11 = subtract(W9, W8) ; W12 = add(W11, W10) ; W13 = add(square, W12)",0,0,13,1,8,10,4,22,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769033412195_cudazu9tc,10,13,13,Pattern-13,1,1,1769034711843,138663,138.663,15,15,15,"[""add(•, •)"",""reflect_vertical(•)"",""add(1, 2)"",""add(•, •)"",""reflect_vertical(•)"",""add(4, 5)"",""add(•, •)"",""reflect_horizontal(•)"",""add(7, 8)"",""subtract(6, 9)"",""invert(6)"",""invert(9)"",""subtract(9, 11)"",""invert(13)"",""subtract(3, 13)""]","[""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""subtract"",""invert"",""invert"",""subtract"",""invert"",""subtract""]",add -> reflect_v -> add -> add -> reflect_v -> add -> add -> reflect_h -> add -> subtract -> invert -> invert -> subtract -> invert -> subtract,add|reflect_v|add|add|reflect_v|add|add|reflect_h|add|subtract|invert|invert|subtract|invert|subtract,"[""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""subtract"",""invert"",""invert"",""subtract"",""invert"",""subtract""]","[""W1 = add(diag, blank)"",""W2 = reflect_v(diag)"",""W3 = add(diag, W2)"",""W4 = add(line_v, blank)"",""W5 = reflect_v(line_v)"",""W6 = add(line_v, W5)"",""W7 = add(line_h, blank)"",""W8 = reflect_h(line_h)"",""W9 = add(line_h, W8)"",""W10 = subtract(W6, W9)"",""W11 = invert(W6)"",""W12 = invert(W9)"",""W13 = subtract(W9, W11)"",""W14 = invert(W13)"",""W15 = subtract(W3, W13)""]","W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(line_h, blank) ; W8 = reflect_h(line_h) ; W9 = add(line_h, W8) ; W10 = subtract(W6, W9) ; W11 = invert(W6) ; W12 = invert(W9) ; W13 = subtract(W9, W11) ; W14 = invert(W13) ; W15 = subtract(W3, W13)",0,0,18,1,9,12,10,31,"[[1,0,0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0,1,0],[0,0,1,0,0,0,0,1,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,1,0,0,0],[0,0,1,0,0,0,0,1,0,0],[0,1,0,0,0,0,0,0,1,0],[1,0,0,0,0,0,0,0,0,1]]"
P_1769033412195_cudazu9tc,10,14,14,Pattern-14,1,1,1769034852512,202466,202.466,17,17,17,"[""add(•, •)"",""reflect_vertical(•)"",""add(1, 2)"",""add(•, •)"",""reflect_horizontal(•)"",""add(4, 5)"",""add(•, •)"",""reflect_vertical(•)"",""add(7, 8)"",""invert(6)"",""invert(9)"",""subtract(6, 11)"",""subtract(6, 12)"",""subtract(3, 12)"",""subtract(9, 12)"",""add(13, 15)"",""add(14, 16)""]","[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""invert"",""invert"",""subtract"",""subtract"",""subtract"",""subtract"",""add"",""add""]",add -> reflect_v -> add -> add -> reflect_h -> add -> add -> reflect_v -> add -> invert -> invert -> subtract -> subtract -> subtract -> subtract -> add -> add,add|reflect_v|add|add|reflect_h|add|add|reflect_v|add|invert|invert|subtract|subtract|subtract|subtract|add|add,"[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""invert"",""invert"",""subtract"",""subtract"",""subtract"",""subtract"",""add"",""add""]","[""W1 = add(diag, blank)"",""W2 = reflect_v(diag)"",""W3 = add(diag, W2)"",""W4 = add(line_h, blank)"",""W5 = reflect_h(line_h)"",""W6 = add(line_h, W5)"",""W7 = add(line_v, blank)"",""W8 = reflect_v(line_v)"",""W9 = add(line_v, W8)"",""W10 = invert(W6)"",""W11 = invert(W9)"",""W12 = subtract(W6, W11)"",""W13 = subtract(W6, W12)"",""W14 = subtract(W3, W12)"",""W15 = subtract(W9, W12)"",""W16 = add(W13, W15)"",""W17 = add(W14, W16)""]","W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(line_h, blank) ; W5 = reflect_h(line_h) ; W6 = add(line_h, W5) ; W7 = add(line_v, blank) ; W8 = reflect_v(line_v) ; W9 = add(line_v, W8) ; W10 = invert(W6) ; W11 = invert(W9) ; W12 = subtract(W6, W11) ; W13 = subtract(W6, W12) ; W14 = subtract(W3, W12) ; W15 = subtract(W9, W12) ; W16 = add(W13, W15) ; W17 = add(W14, W16)",7,0,24,0,10,22,6,38,"[[1,0,0,0,1,1,0,0,0,1],[0,1,0,0,1,1,0,0,1,0],[0,0,1,0,1,1,0,1,0,0],[0,0,0,1,1,1,1,0,0,0],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[0,0,0,1,1,1,1,0,0,0],[0,0,1,0,1,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,0],[1,0,0,0,1,1,0,0,0,1]]"
P_1769037129418_uclsoafha,11,1,1,Pattern-01,1,1,1769035749080,96546,96.546,6,6,6,"[""add(•, •)"",""reflect_vertical(•)"",""add(1, 2)"",""add(3, •)"",""reflect_horizontal(•)"",""add(5, 4)""]","[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add""]",add -> reflect_v -> add -> add -> reflect_h -> add,add|reflect_v|add|add|reflect_h|add,"[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add""]","[""W1 = add(line_v, line_v)"",""W2 = reflect_v(line_v)"",""W3 = add(line_v, W2)"",""W4 = add(W3, line_h)"",""W5 = reflect_h(line_h)"",""W6 = add(W5, W4)""]","W1 = add(line_v, line_v) ; W2 = reflect_v(line_v) ; W3 = add(line_v, W2) ; W4 = add(W3, line_h) ; W5 = reflect_h(line_h) ; W6 = add(W5, W4)",2,1,9,1,9,6,4,19,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]"
P_1769037129418_uclsoafha,11,2,2,Pattern-02,1,1,1769035847632,56658,56.658,5,5,5,"[""add(•, •)"",""add(•, •)"",""add(1, •)"",""add(•, •)"",""add(3, 4)""]","[""add"",""add"",""add"",""add"",""add""]",add -> add -> add -> add -> add,add|add|add|add|add,"[""add"",""add"",""add"",""add"",""add""]","[""W1 = add(square, line_v)"",""W2 = add(H186, H187)"",""W3 = add(W1, H186)"",""W4 = add(line_h, H187)"",""W5 = add(W3, W4)""]","W1 = add(square, line_v) ; W2 = add(H186, H187) ; W3 = add(W1, H186) ; W4 = add(line_h, H187) ; W5 = add(W3, W4)",0,4,5,1,3,5,0,8,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]"
P_1769037129418_uclsoafha,11,3,3,Pattern-03,1,1,1769035906297,196199,196.199,8,8,8,"[""add(•, •)"",""reflect_vertical(•)"",""reflect_horizontal(•)"",""add(3, 1)"",""add(•, •)"",""add(5, 4)"",""invert(•)"",""subtract(7, 6)""]","[""add"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""invert"",""subtract""]",add -> reflect_v -> reflect_h -> add -> add -> add -> invert -> subtract,add|reflect_v|reflect_h|add|add|add|invert|subtract,"[""add"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""invert"",""subtract""]","[""W1 = add(H186, H187)"",""W2 = reflect_v(line_v)"",""W3 = reflect_h(line_v)"",""W4 = add(line_v, W1)"",""W5 = add(H187, line_h)"",""W6 = add(W5, W4)"",""W7 = invert(square)"",""W8 = subtract(W7, W6)""]","W1 = add(H186, H187) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_v) ; W4 = add(line_v, W1) ; W5 = add(H187, line_h) ; W6 = add(W5, W4) ; W7 = invert(square) ; W8 = subtract(W7, W6)",4,6,17,1,11,10,11,32,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]"
